glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a
LtnCapEgAin,uniA724,6471.1,6471.1,,,,,
LtnSmEgAin,uniA725,6472.1,6472.1,,,,,
LtnCapEgAlef,uniA722,6473.1,6473.1,,,,,
LtnSmEgAlef,uniA723,6474.1,6474.1,,,,,
CombHookAbv,hookabovecomb,6480.1,6480.1,,,,,
CombVertLineBlw,uni0329,6500.2,6500.2,,,,,
CombVertLineAbv,uni030D,6500.3,6500.3,,,,,
CombDblVertLineBlw,uni0348,6510.2,6510.2,,,,,
CombDblVertLineAbv,uni030E,6510.3,6510.3,,,,,
SubPlusSgn,uni208A,6520.2,6520.2,,,,,
CombPlusSgnBlw,uni031F,6520.3,6520.3,,,,,
ModPlusSgn,uni02D6,6520.4,6520.4,,,,,
SupPlusSgn,uni207A,6520.5,6520.5,,,,,
CombPlusSgnAbv,uni1AC8,6520.6,6520.6,,,,,
CombDblPlusSgnBlw,uni1ACA,6525.2,6525.2,,,,,
CombDblPlusSgnAbv,uni1AC9,6525.24,6525.24,,,,,
CombDwnTackBlw,uni031E,6530.1,6530.1,,,,,
ModDwnTack,uni02D5,6530.2,6530.2,,,,,
CombUpTackBlw,uni031D,6531.1,6531.1,,,,,
ModUpTack,uni02D4,6531.2,6531.2,,,,,
CombUpTackAbv,uni1DF5,6531.24,6531.24,,,,,
CombLftTackBlw,uni0318,6532.1,6532.1,,,,,
ModLftTack,uniAB6A,6532.23,6532.23,,,,,
CombRtTackBlw,uni0319,6533.1,6533.1,,,,,
ModYangDepartingToneMrk,uni02EB,6533.2,6533.2,,,,,
ModRtTack,uniAB6B,6533.23,6533.23,,,,,
ModYinDepartingTnMrk,uni02EA,6534.1,6534.1,,,,,
CombLftAngBlw,uni0349,6540.1,6540.1,,,,,
CombLftAngAbv,uni031A,6540.2,6540.2,,,,,
ModGraveAccent.ChinantecTn,uni02CB.ChinantecTn,6600.1,6600.1,cv90,cv90,,02CB,02CB
ModVertLine.ChinantecTn,uni02C8.ChinantecTn,6601.1,6601.1,cv90,cv90,,02C8,02C8
ModAcuteAccent.ChinantecTn,uni02CA.ChinantecTn,6602.1,6602.1,cv90,cv90,,02CA,02CA
ModChinantecTnMrkDotVertBar,uniA717,6603.1,6603.1,,,,,
ModChinantecTnMrkDotSlash,uniA718,6604.1,6604.1,,,,,
ModChinantecTnMrkDotHorizBar,uniA719,6605.1,6605.1,,,,,
ModChinantecTnMrkLowRtCorner,uniA71A,6606.1,6606.1,,,,,
ModChinantecTnMrkHorizBar,uni02C9.ChinantecTn,6607.1,6607.1,cv90,cv90,,02C9,02C9
ModStressHighTn,uniA720,6640.1,6640.1,,,,,
ModStressLowTn,uniA721,6641.1,6641.1,,,,,
ModOpnShelf,uni02FE,6660.1,6660.1,,,,,
ModShelf,uni02FD,6665.1,6665.1,,,,,
LtnBidentalPercussive,uni02AD,6690.1,6690.1,,,,,
CombCedilla,uni0327,6700.2,6700.2,,,,,
CombPalHook,uni0321,6710.1,6710.1,,,,,
CombOgonek,uni0328,6720.2,6720.2,,,,,
CombOgonek.Lrg,uni0328.Lrg,6720.3,6720.3,,,,,
CombOgonek.RetroHook,uni0328.RetroHook,6730.3,6730.3,cv76,cv76,,0328,0328
Ogonek.RetroHook,ogonek.RetroHook,6730.4,6730.4,cv76,cv76,,02DB,02DB
CombRetrHook,uni0322,6735.1,6735.1,,,,,
CombOpnMrkBlw,uni1AB7,6740.2,6740.2,,,,,
CombDblOpnMrkBlw,uni1AB8,6745.2,6745.2,,,,,
GrYpo,uni037A,6750.1,6750.1,,,,,
CombGrYpo,uni0345,6750.2,6750.2,,,,,
CombSnakeBlw,uni1DC2,6760.2,6760.2,,,,,
CombLightCentralizationStrkBlw,uni1AB9,6770.2,6770.2,,,,,
CombStrongCentralizationStrkBlw,uni1ABA,6775.2,6775.2,,,,,
CombBridgeBlw,uni032A,6780.2,6780.2,,,,,
CombBridgeAbv,uni0346,6780.3,6780.3,,,,,
CombInvBridgeBlw,uni033A,6785.1,6785.1,,,,,
OpnBx,uni2423,6785.2,6785.2,,,,,
CombSqrBlw,uni033B,6790.1,6790.1,,,,,
ModRhoticHook,uni02DE,6800.1,6800.1,,,,,
TnLtrSpcFlatLeft,compTnLtrSpcFlatLeft,7000.1,7000.1,,,,,
TnLtrSpcFlatRight,compTnLtrSpcFlatRight,7000.3,7000.3,,,,,
TnLtrSpcPointLeft,compTnLtrSpcPointLeft,7010.1,7010.1,,,,,
TnLtrSpcPointRight,compTnLtrSpcPointRight,7010.3,7010.3,,,,,
TnLtrSpcDotLeft,compTnLtrSpcDotLeft,7020.1,7020.1,,,,,
TnLtrSpcDotMiddle,compTnLtrSpcDotMiddle,7020.2,7020.2,,,,,
TnLtrSpcDotRight,compTnLtrSpcDotRight,7020.3,7020.3,,,,,
TnLtrBar,compTnLtrBar,7050,7050,,,,,
TnLtrSeg11,compTnLtrSeg11,7060.11,7060.11,,,,,
TnLtrSeg12,compTnLtrSeg12,7060.12,7060.12,,,,,
TnLtrSeg13,compTnLtrSeg13,7060.13,7060.13,,,,,
TnLtrSeg14,compTnLtrSeg14,7060.14,7060.14,,,,,
TnLtrSeg15,compTnLtrSeg15,7060.15,7060.15,,,,,
TnLtrSeg21,compTnLtrSeg21,7060.21,7060.21,,,,,
TnLtrSeg22,compTnLtrSeg22,7060.22,7060.22,,,,,
TnLtrSeg23,compTnLtrSeg23,7060.23,7060.23,,,,,
TnLtrSeg24,compTnLtrSeg24,7060.24,7060.24,,,,,
TnLtrSeg25,compTnLtrSeg25,7060.25,7060.25,,,,,
TnLtrSeg31,compTnLtrSeg31,7060.31,7060.31,,,,,
TnLtrSeg32,compTnLtrSeg32,7060.32,7060.32,,,,,
TnLtrSeg33,compTnLtrSeg33,7060.33,7060.33,,,,,
TnLtrSeg34,compTnLtrSeg34,7060.34,7060.34,,,,,
TnLtrSeg35,compTnLtrSeg35,7060.35,7060.35,,,,,
TnLtrSeg41,compTnLtrSeg41,7060.41,7060.41,,,,,
TnLtrSeg42,compTnLtrSeg42,7060.42,7060.42,,,,,
TnLtrSeg43,compTnLtrSeg43,7060.43,7060.43,,,,,
TnLtrSeg44,compTnLtrSeg44,7060.44,7060.44,,,,,
TnLtrSeg45,compTnLtrSeg45,7060.45,7060.45,,,,,
TnLtrSeg51,compTnLtrSeg51,7060.51,7060.51,,,,,
TnLtrSeg52,compTnLtrSeg52,7060.52,7060.52,,,,,
TnLtrSeg53,compTnLtrSeg53,7060.53,7060.53,,,,,
TnLtrSeg54,compTnLtrSeg54,7060.54,7060.54,,,,,
TnLtrSeg55,compTnLtrSeg55,7060.55,7060.55,,,,,
TnLtrDot1,compTnLtrDot1,7070.1,7070.1,,,,,
TnLtrDot2,compTnLtrDot2,7070.2,7070.2,,,,,
TnLtrDot3,compTnLtrDot3,7070.3,7070.3,,,,,
TnLtrDot4,compTnLtrDot4,7070.4,7070.4,,,,,
TnLtrDot5,compTnLtrDot5,7070.5,7070.5,,,,,
TnStaffRt1,uni02E9.rstaff,7610.1,7610.1,,,,,
TnStaffRt2,uni02E8.rstaff,7610.2,7610.2,,,,,
TnStaffRt3,uni02E7.rstaff,7610.3,7610.3,,,,,
TnStaffRt4,uni02E6.rstaff,7610.4,7610.4,,,,,
TnStaffRt5,uni02E5.rstaff,7610.5,7610.5,,,,,
TnStaffLft1,uniA716.lstaff,7615.1,7615.1,,,,,
TnStaffLft2,uniA715.lstaff,7615.2,7615.2,,,,,
TnStaffLft3,uniA714.lstaff,7615.3,7615.3,,,,,
TnStaffLft4,uniA713.lstaff,7615.4,7615.4,,,,,
TnStaffLft5,uniA712.lstaff,7615.5,7615.5,,,,,
TnContRt11,uni02E9.1,7620.11,7620.11,,,,,
TnContRt12,uni02E9.2,7620.12,7620.12,,,,,
TnContRt13,uni02E9.3,7620.13,7620.13,,,,,
TnContRt14,uni02E9.4,7620.14,7620.14,,,,,
TnContRt15,uni02E9.5,7620.15,7620.15,,,,,
TnContRt21,uni02E8.1,7620.21,7620.21,,,,,
TnContRt22,uni02E8.2,7620.22,7620.22,,,,,
TnContRt23,uni02E8.3,7620.23,7620.23,,,,,
TnContRt24,uni02E8.4,7620.24,7620.24,,,,,
TnContRt25,uni02E8.5,7620.25,7620.25,,,,,
TnContRt31,uni02E7.1,7620.31,7620.31,,,,,
TnContRt32,uni02E7.2,7620.32,7620.32,,,,,
TnContRt33,uni02E7.3,7620.33,7620.33,,,,,
TnContRt34,uni02E7.4,7620.34,7620.34,,,,,
TnContRt35,uni02E7.5,7620.35,7620.35,,,,,
TnContRt41,uni02E6.1,7620.41,7620.41,,,,,
TnContRt42,uni02E6.2,7620.42,7620.42,,,,,
TnContRt43,uni02E6.3,7620.43,7620.43,,,,,
TnContRt44,uni02E6.4,7620.44,7620.44,,,,,
TnContRt45,uni02E6.5,7620.45,7620.45,,,,,
TnContRt51,uni02E5.1,7620.51,7620.51,,,,,
TnContRt52,uni02E5.2,7620.52,7620.52,,,,,
TnContRt53,uni02E5.3,7620.53,7620.53,,,,,
TnContRt54,uni02E5.4,7620.54,7620.54,,,,,
TnContRt55,uni02E5.5,7620.55,7620.55,,,,,
TnContLft11,uniA716.1,7630.11,7630.11,,,,,
TnContLft12,uniA715.1,7630.12,7630.12,,,,,
TnContLft13,uniA714.1,7630.13,7630.13,,,,,
TnContLft14,uniA713.1,7630.14,7630.14,,,,,
TnContLft15,uniA712.1,7630.15,7630.15,,,,,
TnContLft21,uniA716.2,7630.21,7630.21,,,,,
TnContLft22,uniA715.2,7630.22,7630.22,,,,,
TnContLft23,uniA714.2,7630.23,7630.23,,,,,
TnContLft24,uniA713.2,7630.24,7630.24,,,,,
TnContLft25,uniA712.2,7630.25,7630.25,,,,,
TnContLft31,uniA716.3,7630.31,7630.31,,,,,
TnContLft32,uniA715.3,7630.32,7630.32,,,,,
TnContLft33,uniA714.3,7630.33,7630.33,,,,,
TnContLft34,uniA713.3,7630.34,7630.34,,,,,
TnContLft35,uniA712.3,7630.35,7630.35,,,,,
TnContLft41,uniA716.4,7630.41,7630.41,,,,,
TnContLft42,uniA715.4,7630.42,7630.42,,,,,
TnContLft43,uniA714.4,7630.43,7630.43,,,,,
TnContLft44,uniA713.4,7630.44,7630.44,,,,,
TnContLft45,uniA712.4,7630.45,7630.45,,,,,
TnContLft51,uniA716.5,7630.51,7630.51,,,,,
TnContLft52,uniA715.5,7630.52,7630.52,,,,,
TnContLft53,uniA714.5,7630.53,7630.53,,,,,
TnContLft54,uniA713.5,7630.54,7630.54,,,,,
TnContLft55,uniA712.5,7630.55,7630.55,,,,,
TnStaffRt1no,uni02E9.rstaffno,7660.1,7660.1,,,,,
TnStaffRt2no,uni02E8.rstaffno,7660.2,7660.2,,,,,
TnStaffRt3no,uni02E7.rstaffno,7660.3,7660.3,,,,,
TnStaffRt4no,uni02E6.rstaffno,7660.4,7660.4,,,,,
TnStaffRt5no,uni02E5.rstaffno,7660.5,7660.5,,,,,
TnStaffLft1no,uniA716.lstaffno,7665.1,7665.1,,,,,
TnStaffLft2no,uniA715.lstaffno,7665.2,7665.2,,,,,
TnStaffLft3no,uniA714.lstaffno,7665.3,7665.3,,,,,
TnStaffLft4no,uniA713.lstaffno,7665.4,7665.4,,,,,
TnStaffLft5no,uniA712.lstaffno,7665.5,7665.5,,,,,
TnLtr1no,uni02E9.no,7680.1,7680.1,,,,,
TnLtr2no,uni02E8.no,7680.2,7680.2,,,,,
TnLtr3no,uni02E7.no,7680.3,7680.3,,,,,
TnLtr4no,uni02E6.no,7680.4,7680.4,,,,,
TnLtr5no,uni02E5.no,7680.5,7680.5,,,,,
LftStemTnLtr1no,uniA716.no,7685.1,7685.1,,,,,
LftStemTnLtr2no,uniA715.no,7685.2,7685.2,,,,,
LftStemTnLtr3no,uniA714.no,7685.3,7685.3,,,,,
LftStemTnLtr4no,uniA713.no,7685.4,7685.4,,,,,
LftStemTnLtr5no,uniA712.no,7685.5,7685.5,,,,,
DotTnLtr5,uniA708,7700.1,7700.1,,,,,
DotTnLtr4,uniA709,7700.2,7700.2,,,,,
DotTnLtr3,uniA70A,7700.3,7700.3,,,,,
DotTnLtr2,uniA70B,7700.4,7700.4,,,,,
DotTnLtr1,uniA70C,7700.5,7700.5,,,,,
TnLtr5,uni02E5,7701.5,7701.5,,,,,
TnLtr4,uni02E6,7702.4,7702.4,,,,,
TnLtr3,uni02E7,7703.3,7703.3,,,,,
TnLtr2,uni02E8,7704.2,7704.2,,,,,
TnLtr1,uni02E9,7705.1,7705.1,,,,,
DotLftStemTnLtr5,uniA70D,7800.1,7800.1,,,,,
DotLftStemTnLtr4,uniA70E,7800.2,7800.2,,,,,
DotLftStemTnLtr3,uniA70F,7800.3,7800.3,,,,,
DotLftStemTnLtr2,uniA710,7800.4,7800.4,,,,,
DotLftStemTnLtr1,uniA711,7800.5,7800.5,,,,,
LftStemTnLtr5,uniA712,7801.5,7801.5,,,,,
LftStemTnLtr4,uniA713,7802.4,7802.4,,,,,
LftStemTnLtr3,uniA714,7803.3,7803.3,,,,,
LftStemTnLtr2,uniA715,7804.2,7804.2,,,,,
LftStemTnLtr1,uniA716,7805.1,7805.1,,,,,
CopyleftSgn,u1F12F,8001.1,8001.1,,,,,
FaceFrown,uni2639,8003.1,8003.1,,,,,
FaceNeutral,uni1F610,8005.1,8005.1,,,,,
FaceSmile,uni263A,8007.1,8007.1,,,,,
ShadowedWhiteCirc,uni274D,8013.2,8013.2,,,,,
WhiteCirc,uni25CB,8014.1,8014.1,,,,,
Fisheye,uni25C9,8051.1,8051.1,,,,,
TriangularBullet,uni2023,8056.1,8056.1,,,,,
DwnArrw,arrowdown,8070.1,8070.1,,,,,
RomNumFiftyEarly,uni2186,8070.19,8070.19,,,,,
ModRaisedDwnArrw,uniA71C,8071.1,8071.1,,,,,
CombDwnArrw,uni1AB3,8071.24,8071.24,,,,,
UpArrw,arrowup,8072.1,8072.1,,,,,
ModRaisedUpArrw,uniA71B,8073.1,8073.1,,,,,
CombUpArrwBlw,uni034E,8074.1,8074.1,,,,,
UpDwnArrw,arrowupdn,8075.1,8075.1,,,,,
UpDwnArrwWBase,arrowupdnbse,8076.1,8076.1,,,,,
LftArrw,arrowleft,8080.1,8080.1,,,,,
CombLftArrwBlw,uni20EE,8080.124,8080.124,,,,,
CombLftHarpoonBarbDwnBlw,uni20ED,8080.12423,8080.12423,,,,,
ModLowLftArrw,uni02FF,8081.1,8081.1,,,,,
RtArrw,arrowright,8082.1,8082.1,,,,,
CombRtArrwBlw,uni20EF,8082.124,8082.124,,,,,
CombRtHarpoonBarbDwnBlw,uni20EC,8082.12423,8082.12423,,,,,
CombDblRtArrwBlw,uni0362,8083.1,8083.1,,,,,
LftRtArrw,arrowboth,8084.1,8084.1,,,,,
CombLftRtArrwBlw,uni034D,8085.1,8085.1,,,,,
LftArrwStrk,uni219A,8086.1,8086.1,,,,,
RtArrwStrk,uni219B,8087.1,8087.1,,,,,
DwnDblArrw,arrowdbldown,8090.1,8090.1,,,,,
UpDblArrw,arrowdblup,8091.1,8091.1,,,,,
UpDwnDblArrw,uni21D5,8092.1,8092.1,,,,,
LftDblArrw,arrowdblleft,8093.1,8093.1,,,,,
RtDblArrw,arrowdblright,8094.1,8094.1,,,,,
LftRtDblArrw,arrowdblboth,8095.1,8095.1,,,,,
NWArrw,uni2196,8100.1,8100.1,,,,,
SEArrw,uni2198,8101.1,8101.1,,,,,
NEArrw,uni2197,8102.1,8102.1,,,,,
SWArrw,uni2199,8103.1,8103.1,,,,,
SupplDownwardsAncora,uni2E14,8104.1,8104.1,,,,,
CheckMrk,uni2713,8170.1,8170.1,,,,,
CheckMrkBox,uni2611,8180.1,8180.1,,,,,
BallotBox,uni2610,8181.1,8181.1,,,,,
BallotMrk,uni2717,8182.1,8182.1,,,,,
BallotMrkBox,uni2612,8183.1,8183.1,,,,,
ACWBottomArrw,uni21BA,8200.1,8200.1,,,,,
ACWTopArrw,uni21B6,8201.1,8201.1,,,,,
CWBottomArrw,uni21BB,8202.1,8202.1,,,,,
CWTopArrw,uni21B7,8203.1,8203.1,,,,,
DwnArrwhd,uni2228,8220.1,8220.1,,,,,
ModDwnArrwhd,uni02C5,8221.1,8221.1,,,,,
ModLowDwnArrwhd,uni02EF,8222.1,8222.1,,,,,
UpArrwhd,uni2227,8230.1,8230.1,,,,,
ModUpArrwhd,uni02C4,8231.1,8231.1,,,,,
ModLowUpArrwhd,uni02F0,8232.1,8232.1,,,,,
ModLftArrwhd,uni02C2,8242.1,8242.1,,,,,
CombLftArrwhdAbv,uni1DFE,8243.1,8243.1,,,,,
CombLftArrwhdBlw,uni0354,8243.2,8243.2,,,,,
ModLowLftArrwhd,uni02F1,8244.1,8244.1,,,,,
LftPtngAngBrac,angleleft,8245.1,8245.1,,,,,
MathLftAngBrac,uni27E8,8245.2,8245.2,,,,,
ModRtArrwhd,uni02C3,8252.1,8252.1,,,,,
CombRtArrwhdAbv,uni0350,8253.1,8253.1,,,,,
CombRtArrwhdBlw,uni0355,8254.1,8254.1,,,,,
ModLowRtArrwhd,uni02F2,8255.1,8255.1,,,,,
RtPtngAngBrac,angleright,8256.1,8256.1,,,,,
MathRtAngBrac,uni27E9,8256.2,8256.2,,,,,
CombRtArrwhdUpArrwhdBlw,uni0356,8258.1,8258.1,,,,,
CombRtArrwhdDwnArrwhdBlw,uni1DFF,8259.1,8259.1,,,,,
TironianSignEt,uni204A,8280.1,8280.1,,,,,
NotGTSgn,uni226F,8280.1,8280.1,,,,,
NotLTSgn,uni226E,8281.1,8281.1,,,,,
FemaleSgn,uni2640,8300.1,8300.1,,,,,
MaleSgn,uni2642,8310.1,8310.1,,,,,
MusicFlatSign,uni266D,8320.1,8320.1,,,,,
MusicSharpSign,uni266F,8321.1,8321.1,,,,,
LoopedSqr,uni2318,8330.1,8330.1,,,,,
ModTnYinShang,uniA702,8401.1,8401.1,,,,,
ModTnYinPing,uniA700,8402.1,8402.1,,,,,
ModTnYinQu,uniA704,8403.1,8403.1,,,,,
ModTnYinRu,uniA706,8404.1,8404.1,,,,,
ModTnYangShang,uniA703,8405.1,8405.1,,,,,
ModTnYangPing,uniA701,8406.1,8406.1,,,,,
ModTnYangQu,uniA705,8407.1,8407.1,,,,,
ModTnYangRu,uniA707,8408.1,8408.1,,,,,
CombGraphemeJoiner,uni034F,9300.1,9300.1,,,,,
FunctionApplication,uni2061,9301.1,9301.1,,,,,
InvisibleSeparator,uni2063,9302.1,9302.1,,,,,
InvisibleTimes,uni2062,9303.1,9303.1,,,,,
LftToRtEmbedding,uni202A,9310.1,9310.1,,,,,
LftToRtMrk,uni200E,9311.1,9311.1,,,,,
LftToRtOverride,uni202D,9312.1,9312.1,,,,,
PopDirFormatting,uni202C,9320.1,9320.1,,,,,
RtToLftEmbedding,uni202B,9330.1,9330.1,,,,,
RtToLftMrk,uni200F,9331.1,9331.1,,,,,
RtToLftOverride,uni202E,9332.1,9332.1,,,,,
VS1,uniFE00,9401.1,9401.1,,,,,
VS2,uniFE01,9402.1,9402.1,,,,,
VS3,uniFE02,9403.1,9403.1,,,,,
VS4,uniFE03,9404.1,9404.1,,,,,
VS5,uniFE04,9405.1,9405.1,,,,,
VS6,uniFE05,9406.1,9406.1,,,,,
VS7,uniFE06,9407.1,9407.1,,,,,
VS8,uniFE07,9408.1,9408.1,,,,,
VS9,uniFE08,9409.1,9409.1,,,,,
VS10,uniFE09,9410.1,9410.1,,,,,
VS11,uniFE0A,9411.1,9411.1,,,,,
VS12,uniFE0B,9412.1,9412.1,,,,,
VS13,uniFE0C,9413.1,9413.1,,,,,
VS14,uniFE0D,9414.1,9414.1,,,,,
VS15,uniFE0E,9415.1,9415.1,,,,,
VS16,uniFE0F,9416.1,9416.1,,,,,
WordJoiner,uni2060,9420.1,9420.1,,,,,
ZeroWidthJoiner,uni200D,9421.1,9421.1,,,,,
ZeroWidthNoBreakSpace,uniFEFF,9422.1,9422.1,,,,,
ZeroWidthNonJoiner,uni200C,9423.1,9423.1,,,,,
ZeroWidthSpace,uni200B,9424.1,9424.1,,,,,
ActivateArbFormShaping,uni206D,9500.1,9500.1,,,,,
ActivateSymmetricSwapping,uni206B,9501.1,9501.1,,,,,
InhibitArbFormShaping,uni206C,9502.1,9502.1,,,,,
InhibitSymmetricSwapping,uni206A,9503.1,9503.1,,,,,
IntlnrAnnotationAnchor,uniFFF9,9504.1,9504.1,,,,,
IntlnrAnnotationSeparator,uniFFFA,9505.1,9505.1,,,,,
IntlnrAnnotationTerminator,uniFFFB,9506.1,9506.1,,,,,
LineSep,uni2028,9507.1,9507.1,,,,,
NationalDigitShapes,uni206E,9508.1,9508.1,,,,,
NominalDigitShapes,uni206F,9509.1,9509.1,,,,,
ObjectReplChar,uniFFFC,9510.1,9510.1,,,,,
ParagraphSeparator,uni2029,9511.1,9511.1,,,,,
EmQuad,uni2001,9600.1,9600.1,,,,,
EmSpace,uni2003,9601.1,9601.1,,,,,
NarrowNoBreakSpace,uni202F,9602.1,9602.1,,,,,
PuncSpace,uni2008,9604.1,9604.1,,,,,
SixPerEmSpace,uni2006,9605.1,9605.1,,,,,
ThreePerEmSpace,uni2004,9607.1,9607.1,,,,,
EnQuad,uni2000,9608.1,9608.1,,,,,
EnSpace,uni2002,9609.1,9609.1,,,,,
FourPerEmSpace,uni2005,9610.1,9610.1,,,,,
FigureSpace,uni2007,9611.1,9611.1,,,,,
ThinSpace,uni2009,9612.1,9612.1,,,,,
HairSpace,uni200A,9613.1,9613.1,,,,,
ReplChar,uniFFFD,9699.1,9699.1,,,,,
FontBslnSideBrngMrkrLft,uniF130,9700.1,9700.1,,,,,
FontBslnSideBrngMrkrRt,uniF131,9701.1,9701.1,,,,,
FontVertMetricsMrkrLft,uniF132,9710.1,9710.1,,,,,
FontVertMetricsMrkrRt,uniF133,9711.1,9711.1,,,,,
LftParen.Sophia,compLftParen,9807.1,9807.1,,,,,
RtParen.Sophia,compRtParen,9808.1,9808.1,,,,,
Comma.Sophia,compComma,9811.1,9811.1,,,,,
DigitZero.Sophia,compDigitZero,9815.1,9815.1,,,,,
DigitOne.Sophia,compDigitOne,9816.1,9816.1,,,,,
DigitTwo.Sophia,compDigitTwo,9817.1,9817.1,,,,,
DigitThree.Sophia,compDigitThree,9818.1,9818.1,,,,,
DigitFour.Sophia,compDigitFour,9819.1,9819.1,,,,,
DigitFive.Sophia,compDigitFive,9820.1,9820.1,,,,,
DigitSix.Sophia,compDigitSix,9821.1,9821.1,,,,,
DigitSeven.Sophia,compDigitSeven,9822.1,9822.1,,,,,
DigitEight.Sophia,compDigitEight,9823.1,9823.1,,,,,
DigitNine.Sophia,compDigitNine,9824.1,9824.1,,,,,
LtnCapB.Sophia,compLtnCapB,9833.1,9833.1,,,,,
LtnCapC.Sophia,compLtnCapC,9834.1,9834.1,,,,,
LtnCapD.Sophia,compLtnCapD,9835.1,9835.1,,,,,
LtnCapE.Sophia,compLtnCapE,9836.1,9836.1,,,,,
LtnCapF.Sophia,compLtnCapF,9837.1,9837.1,,,,,
LtnCapG.Sophia,compLtnCapG,9838.1,9838.1,,,,,
LtnCapH.Sophia,compLtnCapH,9839.1,9839.1,,,,,
LtnCapJ.Sophia,compLtnCapJ,9841.1,9841.1,,,,,
LtnCapL.Sophia,compLtnCapL,9843.1,9843.1,,,,,
LtnCapM.Sophia,compLtnCapM,9844.1,9844.1,,,,,
LtnCapN.Sophia,compLtnCapN,9845.1,9845.1,,,,,
LtnCapO.Sophia,compLtnCapO,9846.1,9846.1,,,,,
LtnCapP.Sophia,compLtnCapP,9847.1,9847.1,,,,,
LtnCapR.Sophia,compLtnCapR,9849.1,9849.1,,,,,
LtnCapS.Sophia,compLtnCapS,9850.1,9850.1,,,,,
LtnCapV.Sophia,compLtnCapV,9853.1,9853.1,,,,,
LtnCapW.Sophia,compLtnCapW,9854.1,9854.1,,,,,
LtnCapX.Sophia,compLtnCapX,9855.1,9855.1,,,,,
LtnCapY.Sophia,compLtnCapY,9856.1,9856.1,,,,,
LtnCapZ.Sophia,compLtnCapZ,9857.1,9857.1,,,,,
BoxDotted,compBoxDotted,10165.1,10165.1,,,,,
ModBeginHighTn,uni02F9,10168.1,10168.1,,,,,
ModBeginLowTn,uni02FB,10169.1,10169.1,,,,,
ModEndHighTn,uni02FA,10170.1,10170.1,,,,,
ModEndLowTn,uni02FC,10171.1,10171.1,,,,,
LtnSmAAcute.LP,aacute.LP,21000.3117,21000.3117,ss07,,,00E1,
LtnSmAGrave.LP,agrave.LP,21000.3137,21000.3137,ss07,,,00E0,
LtnSmACircumDotBlw.LP,uni1EAD.LP,21000.3217,21000.3217,ss07,,,1EAD,
LtnSmACircumAcute.VN.LP,uni1EA5.VN.LP,21000.32311,21000.32311,,,,1EA5,
LtnSmACircumAcute.2StorySItal.LP,uni1EA5.2StorySItal.LP,21000.32311,21000.32311,,,,1EA5,
LtnSmACircumAcute.2StorySItal.VN.LP,uni1EA5.2StorySItal.VN.LP,21000.32311,21000.32311,,,,1EA5,
LtnSmACircumAcute.LP,uni1EA5.LP,21000.32312,21000.32312,ss07,,,1EA5,
LtnSmACircumGrave.VN.LP,uni1EA7.VN.LP,21000.32313,21000.32313,,,,1EA7,
LtnSmACircumGrave.2StorySItal.LP,uni1EA7.2StorySItal.LP,21000.32313,21000.32313,,,,1EA7,
LtnSmACircumGrave.2StorySItal.VN.LP,uni1EA7.2StorySItal.VN.LP,21000.32313,21000.32313,,,,1EA7,
LtnSmACircumGrave.LP,uni1EA7.LP,21000.32314,21000.32314,ss07,,,1EA7,
LtnSmACircumTilde.VN.LP,uni1EAB.VN.LP,21000.32341,21000.32341,,,,1EAB,
LtnSmACircumTilde.2StorySItal.VN.LP,uni1EAB.2StorySItal.VN.LP,21000.32341,21000.32341,,,,1EAB,
LtnSmACircumTilde.2StorySItal.LP,uni1EAB.2StorySItal.LP,21000.32341,21000.32341,,,,1EAB,
LtnSmACircumTilde.LP,uni1EAB.LP,21000.32347,21000.32347,ss07,,,1EAB,
LtnSmACircumHookAbv.VN.LP,uni1EA9.VN.LP,21000.32381,21000.32381,,,,1EA9,
LtnSmACircumHookAbv.2StorySItal.LP,uni1EA9.2StorySItal.LP,21000.32381,21000.32381,,,,1EA9,
LtnSmACircumHookAbv.2StorySItal.VN.LP,uni1EA9.2StorySItal.VN.LP,21000.32381,21000.32381,,,,1EA9,
LtnSmACircumHookAbv.LP,uni1EA9.LP,21000.32387,21000.32387,ss07,,,1EA9,
LtnSmACircum.LP,acircumflex.LP,21000.327,21000.327,ss07,,,00E2,
LtnSmABreveAcute.LP,uni1EAF.LP,21000.33231,21000.33231,ss07,,,1EAF,
LtnSmABreveAcute.VN.LP,uni1EAF.VN.LP,21000.33231,21000.33231,,,,1EAF,
LtnSmABreveAcute.2StorySItal.VN.LP,uni1EAF.2StorySItal.VN.LP,21000.33231,21000.33231,,,,1EAF,
LtnSmABreveGrave.VN.LP,uni1EB1.VN.LP,21000.33231,21000.33231,,,,1EB1,
LtnSmABreveGrave.2StorySItal.VN.LP,uni1EB1.2StorySItal.VN.LP,21000.33231,21000.33231,,,,1EB1,
LtnSmABreveGrave.LP,uni1EB1.LP,21000.33232,21000.33232,ss07,,,1EB1,
LtnSmABreveTilde.VN.LP,uni1EB5.VN.LP,21000.33234,21000.33234,,,,1EB5,
LtnSmABreveTilde.2StorySItal.VN.LP,uni1EB5.2StorySItal.VN.LP,21000.33234,21000.33234,,,,1EB5,
LtnSmABreveTilde.LP,uni1EB5.LP,21000.33235,21000.33235,ss07,,,1EB5,
