glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a
LtnSmIHookAbv.SItal,uni1EC9.SItal,1800.3811,1800.3811,ss05,ss05,,1EC9,1EC9
LtnSmIEgAlef,uniA7BD,1800.39,1800.39,,,,,
LtnSmITildeBlw,uni1E2D,1800.44,1800.44,,,,,
LtnSmITildeBlw.SItal,uni1E2D.SItal,1800.4411,1800.4411,ss05,ss05,,1E2D,1E2D
LtnSmIDotBlw,uni1ECB,1800.471,1800.471,,,,,
LtnSmIDotBlw.SItal,uni1ECB.SItal,1800.47111,1800.47111,ss05,ss05,,1ECB,1ECB
LtnSmIOgonek,iogonek,1800.62,1800.62,,,,,
LtnSmIOgonek.RetroHook,iogonek.RetroHook,1800.63,1800.63,cv76,cv76,,012F,012F
LtnSmIRetrHook,uni1D96,1800.64,1800.64,,,,,
LtnSmIStrk,uni0268,1800.72,1800.72,,,,,
LtnSupSmIStrk,uni1DA4,1800.7222,1800.7222,,,,,
LtnSmIStrkRetrHook,u1DF1A,1800.7264,1800.7264,,,,,
LtnSmI.Dotless,i.Dotless,1801.101,1801.101,,,,0069,0069
LtnSmDotlessI.SItal,dotlessi.SItal,1801.11,1801.11,ss05,ss05,,0131,0131
LtnSmI.Dotless.SItal,i.Dotless.SItal,1801.111,1801.111,,,,0069,0069
CySmByelorusUkrainI.Dotless,uni0456.Dotless,1801.15,1801.15,,,,0456,0456
LtnSubSmI.Dotless,uni1D62.Dotless,1801.21,1801.21,,,,1D62,1D62
LtnSupSmI.Dotless,uni2071.Dotless,1801.22,1801.22,,,,2071,2071
LtnSmIOgonek.Dotless,iogonek.Dotless,1801.62,1801.62,,,,012F,012F
LtnSmIRetrHook.Dotless,uni1D96.Dotless,1801.64,1801.64,,,,1D96,1D96
LtnSmIStrk.Dotless,uni0268.Dotless,1801.72,1801.72,,,,0268,0268
LtnSupSmIStrk.Dotless,uni1DA4.Dotless,1801.7222,1801.7222,,,,1DA4,1DA4
LtnSmIStrkRetrHook.Dotless,u1DF1A.Dotless,1801.7264,1801.7264,,,,1DF1A,1DF1A
LtnSmTrndI,uni1D09,1805.1,1805.1,,,,,
ModSmTrndI,uni1D4E,1805.23,1805.23,,,,,
LtnSmLigIj,ij,1810.1,1810.1,,,,,
SmRomNumTwo,uni2171,1811.1,1811.1,,,,,
SmRomNumThree,uni2172,1812.1,1812.1,,,,,
SmRomNumFour,uni2173,1813.1,1813.1,,,,,
SmRomNumNine,uni2178,1814.1,1814.1,,,,,
LtnSmIota,uni0269,1820.1,1820.1,,,,,
GrSmIota,iota,1820.16,1820.16,,,,,
ModSmIota,uni1DA5,1820.23,1820.23,,,,,
LtnSmIotaStrk,uni1D7C,1820.72,1820.72,,,,,
CySmYu,uni044E,1840.1,1840.1,,,,,
ModCySmYu,u1E049,1840.12,1840.12,,,,,
CyCapByelorusUkrainI,uni0406,1850.15,1850.15,,,,,
CyPalochka,uni04C0,1850.151,1850.151,,,,,
CySmPalochka,uni04CF,1850.152,1850.152,,,,,
ModCySmPalochka,u1E050,1850.153,1850.153,,,,,
GrCapIota,Iota,1850.16,1850.16,,,,,
RomNumOne,uni2160,1850.19,1850.19,,,,,
ModCapI,uni1D35,1850.23,1850.23,,,,,
LtnSmCapI,uni026A,1850.26,1850.26,,,,,
LtnSupSmCapI,uni1DA6,1850.2622,1850.2622,,,,,
LtnCapIDblGrave,uni0208,1850.314,1850.314,,,,,
LtnCapIInvBreve,uni020A,1850.331,1850.331,,,,,
LtnCapIBreve,Ibreve,1850.332,1850.332,,,,,
LtnCapICaron,uni01CF,1850.334,1850.334,,,,,
LtnCapITilde,Itilde,1850.34,1850.34,,,,,
LtnCapIMacron,Imacron,1850.35,1850.35,,,,,
CyCapYi,uni0407,1850.3615,1850.3615,,,,,
LtnCapIDiaerAcute,uni1E2E,1850.36311,1850.36311,,,,,
LtnCapIDotAbv,Idotaccent,1850.371,1850.371,,,,,
LtnCapIHookAbv,uni1EC8,1850.38,1850.38,,,,,
LtnCapIEgAlef,uniA7BC,1850.39,1850.39,,,,,
LtnCapITildeBlw,uni1E2C,1850.44,1850.44,,,,,
LtnCapIDotBlw,uni1ECA,1850.471,1850.471,,,,,
LtnCapIOgonek,Iogonek,1850.62,1850.62,,,,,
LtnCapIOgonek.RetroHook,Iogonek.RetroHook,1850.63,1850.63,cv76,cv76,,012E,012E
LtnCapIStrk,uni0197,1850.72,1850.72,,,,,
LtnSmCapIStrk,uni1D7B,1850.7226,1850.7226,,,,,
ModSmCapIStrk,uni1DA7,1850.722623,1850.722623,,,,,
LtnCapILonga,uniA7FE,1850.8,1850.8,,,,,
LtnCapSmCapI,uniA7AE,1851.1,1851.1,,,,,
LtnCapLigIj,IJ,1860.1,1860.1,,,,,
RomNumTwo,uni2161,1861.1,1861.1,,,,,
RomNumThree,uni2162,1862.1,1862.1,,,,,
RomNumFour,uni2163,1863.1,1863.1,,,,,
RomNumNine,uni2168,1864.1,1864.1,,,,,
LtnSmCapIOverSmSchwa,uniF258,1868.1,1868.1,,,,,
LtnCapIota,uni0196,1870.1,1870.1,,,,,
CyCapYu,uni042E,1890.1,1890.1,,,,,
LtnCapSdwysI,uniA7F7,1895.1,1895.1,,,,,
CySmJe,uni0458,1900.15,1900.15,,,,,
LtnSubSmJ,uni2C7C,1900.21,1900.21,,,,,
ModSmJ,uni02B2,1900.23,1900.23,,,,,
ModCySmJe,u1E04D,1900.231,1900.231,,,,,
LtnSmJCircum,jcircumflex,1900.32,1900.32,,,,,
LtnSmJCaron,uni01F0,1900.334,1900.334,,,,,
LtnSmJStrk,uni0249,1900.72,1900.72,,,,,
LtnSmJCrossedTail,uni029D,1900.91,1900.91,,,,,
ModSmJCrossedTail,uni1DA8,1900.9123,1900.9123,,,,,
LtnSmJ.Dotless,j.Dotless,1901.1,1901.1,,,,006A,006A
LtnSmDotlessJ,uni0237,1901.11,1901.11,,,,,
CySmJe.Dotless,uni0458.Dotless,1901.15,1901.15,,,,0458,0458
LtnSubSmJ.Dotless,uni2C7C.Dotless,1901.21,1901.21,,,,,
ModSmJ.Dotless,uni02B2.Dotless,1901.23,1901.23,,,,02B2,02B2
LtnSmDotlessJStrk,uni025F,1901.72,1901.72,,,,,
LtnSmJStrk.Dotless,uni0249.Dotless,1901.721,1901.721,,,,0249,0249
LtnSupSmDotlessJStrk,uni1DA1,1901.7222,1901.7222,,,,,
LtnSmJCrossedTail.Dotless,uni029D.Dotless,1901.91,1901.91,,,,029D,029D
ModSmJCrossedTail.Dotless,uni1DA8.Dotless,1901.9123,1901.9123,,,,1DA8,1DA8
LtnSmDotlessJStrkHook.DblSerif,uni0284.DblSerif,1920.81,1920.81,cv37,cv37,,0284,0284
LtnSmDotlessJStrkHook,uni0284,1920.87,1920.87,,,,,
ModSmDotlessJStrkHook,u10798,1920.8723,1920.8723,,,,,
LtnSmIs,uniA76D,1921.1,1921.1,,,,,
CySmEl,uni043B,1930.1,1930.1,,,,,
CySubSmEl,u1E05B,1930.11,1930.11,,,,,
ModCySmEl,u1E03A,1930.12,1930.12,,,,,
CySmElDesc,uni052F,1930.15,1930.15,,,,,
CySmElTail,uni04C6,1930.2,1930.2,,,,,
CySmLje,uni0459,1930.3,1930.3,,,,,
CySmElHook,uni0513,1930.4,1930.4,,,,,
CySmKomiLje,uni0509,1930.5,1930.5,,,,,
CySmElMiddleHook,uni0521,1930.55,1930.55,,,,,
CySmDe,uni0434,1930.6,1930.6,,,,,
CySubSmDe,u1E055,1930.61,1930.61,,,,,
ModCySmDe,u1E034,1930.62,1930.62,,,,,
CySmDe.Serb,uni0434.Serb,1930.65,1930.65,cv84,cv84,,0434,0434
CySubSmDe.Serb,u1E055.Serb,1930.651,1930.651,cv84,cv84,,1E055,1E055
ModCySmDe.Serb,u1E034.Serb,1930.652,1930.652,cv84,cv84,,1E034,1E034
CySmDeZheLig,uni052B,1930.7,1930.7,,,,,
CySmLha,uni0515,1940.1,1940.1,,,,,
CyCapJe,uni0408,1950.15,1950.15,,,,,
ModCapJ,uni1D36,1950.23,1950.23,,,,,
LtnSmCapJ,uni1D0A,1950.26,1950.26,,,,,
LtnCapJCircum,Jcircumflex,1950.32,1950.32,,,,,
LtnCapJStrk,uni0248,1950.72,1950.72,,,,,
LtnCapJCrossedTail,uniA7B2,1950.91,1950.91,,,,,
LtnCapIs,uniA76C,1951.1,1951.1,,,,,
CyCapEl,uni041B,1960.1,1960.1,,,,,
CySmCapEl,uni1D2B,1960.2,1960.2,,,,,
CyCapElDesc,uni052E,1960.25,1960.25,,,,,
CyCapElTail,uni04C5,1960.3,1960.3,,,,,
CyCapLje,uni0409,1960.4,1960.4,,,,,
CyCapElHook,uni0512,1960.5,1960.5,,,,,
CyCapKomiLje,uni0508,1960.6,1960.6,,,,,
CyCapElMiddleHook,uni0520,1960.7,1960.7,,,,,
CyCapLha,uni0514,1970.1,1970.1,,,,,
CyCapDe,uni0414,1990.1,1990.1,,,,,
CyCapDeZheLig,uni052A,1990.7,1990.7,,,,,
LtnSubSmK,uni2096,2000.21,2000.21,,,,,
LtnSupSmK,uni1D4F,2000.22,2000.22,,,,,
CombLtnSmK,uni1DDC,2000.24,2000.24,,,,,
LtnSmKAcute,uni1E31,2000.311,2000.311,,,,,
LtnSmKCaron,uni01E9,2000.334,2000.334,,,,,
LtnSmKLineBlw,uni1E35,2000.45,2000.45,,,,,
LtnSmKDotBlw,uni1E33,2000.471,2000.471,,,,,
LtnSmKCedilla,kcommaaccent,2000.61,2000.61,,,,,
LtnSmKPalHook,uni1D84,2000.65,2000.65,,,,,
LtnSmKStrk,uniA741,2000.72,2000.72,,,,,
LtnSmKStrkRtDiagStrk,uniA745,2000.7275,2000.7275,,,,,
LtnSmKRtDiagStrk,uniA743,2000.75,2000.75,,,,,
LtnSmKDiagStrk,uniA7A3,2000.751,2000.751,,,,,
LtnSmKHook,uni0199,2000.81,2000.81,,,,,
LtnSmKDesc,uni2C6A,2000.93,2000.93,,,,,
LtnSmTurnedK,uni029E,2010.1,2010.1,,,,,
LtnSmRevK,u1DF03,2011.1,2011.1,,,,,
LtnSmKra,kgreenlandic,2030.1,2030.1,,,,,
CySmKa,uni043A,2030.15,2030.15,,,,,
CySubSmKa,u1E05A,2030.151,2030.151,,,,,
ModCySmKa,u1E039,2030.152,2030.152,,,,,
CySmKje,uni045C,2030.2,2030.2,,,,,
CySmKaDesc,uni049B,2030.3,2030.3,,,,,
CySmBashkirKa,uni04A1,2030.4,2030.4,,,,,
CySmKaStrk,uni049F,2030.5,2030.5,,,,,
CySmKaVertStrk,uni049D,2030.6,2030.6,,,,,
CySmKaHook,uni04C4,2030.7,2030.7,,,,,
CySmAleutKa,uni051F,2030.8,2030.8,,,,,
CySmZhe,uni0436,2040.1,2040.1,,,,,
CySubSmZhe,u1E057,2040.11,2040.11,,,,,
ModCySmZhe,u1E036,2040.12,2040.12,,,,,
CySmZheBreve,uni04C2,2040.2,2040.2,,,,,
CySmZheDiaer,uni04DD,2040.3,2040.3,,,,,
CySmZheDesc,uni0497,2040.4,2040.4,,,,,
ModCapK,uni1D37,2050.23,2050.23,,,,,
LtnSmCapK,uni1D0B,2050.26,2050.26,,,,,
LtnSmCapTurnedK,u1DF10,2050.261,2050.261,,,,,
LtnCapKAcute,uni1E30,2050.311,2050.311,,,,,
LtnCapKCaron,uni01E8,2050.334,2050.334,,,,,
LtnCapKLineBlw,uni1E34,2050.45,2050.45,,,,,
LtnCapKDotBlw,uni1E32,2050.471,2050.471,,,,,
LtnCapKCedilla,Kcommaaccent,2050.61,2050.61,,,,,
LtnCapKStrk,uniA740,2050.72,2050.72,,,,,
LtnCapKStrkRtDiagStrk,uniA744,2050.7275,2050.7275,,,,,
LtnCapKRtDiagStrk,uniA742,2050.75,2050.75,,,,,
LtnCapKDiagStrk,uniA7A2,2050.751,2050.751,,,,,
LtnCapKHook,uni0198,2050.81,2050.81,,,,,
LtnCapKDesc,uni2C69,2050.93,2050.93,,,,,
LtnCapTurnedK,uniA7B0,2051.1,2051.1,,,,,
MathFrktCapK,u1D50E,2060.1,2060.1,,,,,
KipSgn,uni20AD,2070.1,2070.1,,,,,
CyCapKa,uni041A,2080.1,2080.1,,,,,
CyCapKje,uni040C,2080.2,2080.2,,,,,
CyCapKaDesc,uni049A,2080.3,2080.3,,,,,
CyCapBashkirKa,uni04A0,2080.4,2080.4,,,,,
CyCapKaStrk,uni049E,2080.5,2080.5,,,,,
CyCapKaVertStrk,uni049C,2080.6,2080.6,,,,,
CyCapKaHook,uni04C3,2080.7,2080.7,,,,,
CyCapAleutKa,uni051E,2080.8,2080.8,,,,,
CyCapZhe,uni0416,2090.1,2090.1,,,,,
CyCapZheBreve,uni04C1,2090.2,2090.2,,,,,
CyCapZheDiaer,uni04DC,2090.3,2090.3,,,,,
CyCapZheDesc,uni0496,2090.4,2090.4,,,,,
LtnSmL.SItal,l.SItal,2100.11,2100.11,ss05,ss05,,006C,006C
SmRomNumFifty,uni217C,2100.19,2100.19,,,,,
LtnSubSmL,uni2097,2100.21,2100.21,,,,,
LtnSubSmL.SItal,uni2097.SItal,2100.2111,2100.2111,ss05,ss05,,2097,2097
ModSmL,uni02E1,2100.23,2100.23,,,,,
LtnSmLAcute,lacute,2100.311,2100.311,,,,,
LtnSmLAcute.SItal,lacute.SItal,2100.31111,2100.31111,ss05,ss05,,013A,013A
LtnSmLCaron.Caron,lcaron.Caron,2100.334,2100.334,cv77,cv77,,013E,013E
LtnSmLCircumBlw,uni1E3D,2100.42,2100.42,,,,,
LtnSmLCircumBlw.SItal,uni1E3D.SItal,2100.4211,2100.4211,ss05,ss05,,1E3D,1E3D
LtnSmLLineBlw,uni1E3B,2100.45,2100.45,,,,,
LtnSmLLineBlw.SItal,uni1E3B.SItal,2100.4511,2100.4511,ss05,ss05,,1E3B,1E3B
LtnSmLDotBlw,uni1E37,2100.471,2100.471,,,,,
LtnSmLDotBlw.SItal,uni1E37.SItal,2100.47111,2100.47111,ss05,ss05,,1E37,1E37
LtnSmLDotBlwMacron,uni1E39,2100.47135,2100.47135,,,,,
LtnSmLDotBlwMacron.SItal,uni1E39.SItal,2100.471351,2100.471351,ss05,ss05,,1E39,1E39
LtnSmLCedilla,lcommaaccent,2100.472,2100.472,,,,,
LtnSmLMiddleDot,ldot,2100.51,2100.51,,,,,
LtnSmLCaron,lcaron,2100.52,2100.52,,,,,
LtnSmLPalHook,uni1D85,2100.65,2100.65,,,,,
ModSmLPalHook,uni1DAA,2100.6523,2100.6523,,,,,
LtnSmLBar,uni019A,2100.72,2100.72,,,,,
LtnSmLHighBar,uniA749,2100.721,2100.721,,,,,
LtnSmDblBarredL,uni2C61,2100.73,2100.73,,,,,
LtnSmLMiddleTilde,uni026B,2100.74,2100.74,,,,,
ModSmLMiddleTilde,uniAB5E,2100.7423,2100.7423,,,,,
LtnSmLStrk,lslash,2100.75,2100.75,,,,,
LtnSmLRetrHook,uni026D,2100.86,2100.86,,,,,
LtnSupSmLRetrHook,uni1DA9,2100.8622,2100.8622,,,,,
LtnSmLMidLftHook,u1DF26,2100.88,2100.88,,,,,
LtnSmLCurl,uni0234,2100.91,2100.91,,,,,
LtnSmLBelt,uni026C,2100.92,2100.92,,,,,
ModSmLBelt,u1079B,2100.9223,2100.9223,,,,,
LtnSmLRetrHookBelt,uniA78E,2100.9286,2100.9286,,,,,
ModSmLRetrHookBelt,u1079D,2100.928623,2100.928623,,,,,
LtnSmLHighBar.SItal,uniA749.SItal,2101.11,2101.11,ss05,ss05,,A749,A749
LtnSmLBrkn,uniA747,2102.1,2102.1,,,,,
LtnSmLTrnd,uniA781,2103.1,2103.1,,,,,
LtnSmLum,uniA772,2104.1,2104.1,,,,,
LtnSmLj,uni01C9,2110.1,2110.1,,,,,
LtnSmLLDigraph,uni1EFB,2111.1,2111.1,,,,,
LtnSmLFishhook,u1DF11,2111.5,2111.5,,,,,
LtnSmLSDigraph,uni02AA,2112.1,2112.1,,,,,
ModSmLSDigraph,u10799,2112.23,2112.23,,,,,
LivreTourSgn,uni20B6,2113.1,2113.1,,,,,
TurkishLiraSgn,uni20BA,2113.11,2113.11,,,,,
LtnSmLZDigraph,uni02AB,2114.1,2114.1,,,,,
ModSmLZDigraph,u1079A,2114.23,2114.23,,,,,
LtnSmLezh,uni026E,2115.1,2115.1,,,,,
ModSmLezh,u1079E,2115.23,2115.23,,,,,
LtnSmLezhRetrHook,u1DF05,2115.64,2115.64,,,,,
ModSmLezhRetrHook,u1079F,2115.6423,2115.6423,,,,,
LtrScriptSmL,uni2113,2130.1,2130.1,,,,,
GermanPennySgn,uni20B0,2135.1,2135.1,,,,,
LiraSgn,lira,2142.1,2142.1,,,,,
RomNumFifty,uni216C,2150.19,2150.19,,,,,
ModCapL,uni1D38,2150.23,2150.23,,,,,
LtnSmCapL,uni029F,2150.26,2150.26,,,,,
ModSmCapL,uni1DAB,2150.2623,2150.2623,,,,,
LtnSmCapLBelt,u1DF04,2150.2692,2150.2692,,,,,
ModSmCapLBelt,u1079C,2150.269223,2150.269223,,,,,
LtnCapLAcute,Lacute,2150.311,2150.311,,,,,
LtnCapLCircumBlw,uni1E3C,2150.42,2150.42,,,,,
LtnCapLLineBlw,uni1E3A,2150.45,2150.45,,,,,
LtnCapLDotBlw,uni1E36,2150.471,2150.471,,,,,
LtnCapLDotBlwMacron,uni1E38,2150.47135,2150.47135,,,,,
LtnCapLCedilla,Lcommaaccent,2150.472,2150.472,,,,,
LtnCapLMiddleDot,Ldot,2150.51,2150.51,,,,,
LtnCapLCaron,Lcaron,2150.52,2150.52,,,,,
LtnCapLCaron.Caron,Lcaron.Caron,2150.521,2150.521,cv77,cv77,,013D,013D
LtnCapLBar,uni023D,2150.72,2150.72,,,,,
LtnCapLHighBar,uniA748,2150.721,2150.721,,,,,
LtnCapDblBarredL,uni2C60,2150.73,2150.73,,,,,
LtnCapLMiddleTilde,uni2C62,2150.74,2150.74,,,,,
LtnCapLStrk,Lslash,2150.75,2150.75,,,,,
LtnSmCapLStrk,uni1D0C,2150.7526,2150.7526,,,,,
LtnCapLBelt,uniA7AD,2150.92,2150.92,,,,,
LtnCapLBrkn,uniA746,2152.1,2152.1,,,,,
LtnCapLTrnd,uniA780,2153.1,2153.1,,,,,
LtnCapLSmJ,uni01C8,2160.1,2160.1,,,,,
LtnCapLj,uni01C7,2161.1,2161.1,,,,,
LtnCapLLDigraph,uni1EFA,2162.1,2162.1,,,,,
MathFrktCapL,u1D50F,2170.1,2170.1,,,,,
SmRomNumOneThousand,uni217F,2200.19,2200.19,,,,,
LtnSubSmM,uni2098,2200.21,2200.21,,,,,
LtnSupSmM,uni1D50,2200.22,2200.22,,,,,
CombLtnSmM,uni036B,2200.24,2200.24,,,,,
LtnSmMAcute,uni1E3F,2200.311,2200.311,,,,,
LtnSmMDotAbv,uni1E41,2200.371,2200.371,,,,,
LtnSmMDotBlw,uni1E43,2200.471,2200.471,,,,,
LtnSmMPalHook,uni1D86,2200.65,2200.65,,,,,
LtnSmMMiddleTilde,uni1D6F,2200.74,2200.74,,,,,
MillSgn,uni20A5,2200.75,2200.75,,,,,
LtnSmMum,uniA773,2200.751,2200.751,,,,,
LtnSmMHook,uni0271,2200.85,2200.85,,,,,
ModSmMHook,uni1DAC,2200.8523,2200.8523,,,,,
LtnSmTurnedM,uni026F,2210.1,2210.1,,,,,
LtnSupSmTurnedM,uni1D5A,2210.22,2210.22,,,,,
LtnSmTurnedMLngLeg,uni0270,2215.1,2215.1,,,,,
LtnSupSmTurnedMLngLeg,uni1DAD,2215.22,2215.22,,,,,
LtnSmSdwysTrndM,uni1D1F,2220.1,2220.1,,,,,
CySmEm,uni043C,2230.1,2230.1,,,,,
ModCySmEm,u1E03B,2230.12,2230.12,,,,,
CySmEmTail,uni04CE,2230.2,2230.2,,,,,
CyCapEm,uni041C,2250.15,2250.15,,,,,
GrCapMu,Mu,2250.16,2250.16,,,,,
RomNumOneThousand,uni216F,2250.19,2250.19,,,,,
ModCapM,uni1D39,2250.23,2250.23,,,,,
LtnSmCapM,uni1D0D,2250.26,2250.26,,,,,
LtnCapMAcute,uni1E3E,2250.311,2250.311,,,,,
LtnCapMDotAbv,uni1E40,2250.371,2250.371,,,,,
LtnCapMDotBlw,uni1E42,2250.471,2250.471,,,,,
LtnCapMHook,uni2C6E,2250.85,2250.85,,,,,
LtnSmCapTrndM,uniA7FA,2251.1,2251.1,,,,,
LtnCapTrndM,uni019C,2260.1,2260.1,,,,,
LtnCapInvM,uniA7FD,2265.1,2265.1,,,,,
LtnCapArchaicM,uniA7FF,2270.1,2270.1,,,,,
CyCapEmTail,uni04CD,2280.1,2280.1,,,,,
MathFrktCapM,u1D510,2290.1,2290.1,,,,,
MathBoldCapM,u1D40C,2291.1,2291.1,,,,,
LtrAlef,uni2135,2295.1,2295.1,,,,,
LtnSubSmN,uni2099,2300.21,2300.21,,,,,
LtnSupSmN,uni207F,2300.22,2300.22,,,,,
LtnSmNAcute,nacute,2300.311,2300.311,,,,,
LtnSmNGrave,uni01F9,2300.313,2300.313,,,,,
LtnSmNCaron,ncaron,2300.334,2300.334,,,,,
LtnSmNDotAbv,uni1E45,2300.371,2300.371,,,,,
LtnSmNCircumBlw,uni1E4B,2300.42,2300.42,,,,,
LtnSmNLineBlw,uni1E49,2300.45,2300.45,,,,,
LtnSmNDotBlw,uni1E47,2300.471,2300.471,,,,,
LtnSmNCedilla,ncommaaccent,2300.472,2300.472,,,,,
LtnSmNPalHook,uni1D87,2300.65,2300.65,,,,,
LtnSmNMiddleTilde,uni1D70,2300.74,2300.74,,,,,
LtnSmNDiagStrk,uniA7A5,2300.75,2300.75,,,,,
LtnSmNum,uniA774,2300.76,2300.76,,,,,
LtnSmNLftHook,uni0272,2300.83,2300.83,,,,,
LtnSupSmNLftHook,uni1DAE,2300.8322,2300.8322,,,,,
LtnSmNLftHook.LCStyle,uni0272.LCStyle,2300.84,2300.84,cv44,cv44,,0272,0272
LtnSmEng,eng,2300.85,2300.85,,,,,
LtnSmEng.BaselineHook,eng.BaselineHook,2300.851,2300.851,cv43,cv43,1,014B,014B
LtnSmEng.UCStyle,eng.UCStyle,2300.852,2300.852,cv43,cv43,2,014B,014B
LtnSupSmEng,uni1D51,2300.8522,2300.8522,,,,,
LtnSmEng.Kom,eng.Kom,2300.853,2300.853,cv43,cv43,3,014B,014B
LtnSmEngPalHook,u1DF14,2300.8565,2300.8565,,,,,
LtnSmRevEng,u1DF07,2300.859,2300.859,,,,,
LtnSmNRetrHook,uni0273,2300.86,2300.86,,,,,
ModSmNRetrHook,uni1DAF,2300.8623,2300.8623,,,,,
LtnSmNMidLftHook,u1DF27,2300.88,2300.88,,,,,
LtnSmNCurl,uni0235,2300.911,2300.911,,,,,
LtnSmNDesc,uniA791,2300.93,2300.93,,,,,
LtnSmNLngRtLeg,uni019E,2300.95,2300.95,,,,,
LtnSmNj,uni01CC,2320.1,2320.1,,,,,
GrSmEta,eta,2330.1,2330.1,,,,,
CySmI,uni0438,2340.1,2340.1,,,,,
CySubSmI,u1E059,2340.11,2340.11,,,,,
ModCySmI,u1E038,2340.12,2340.12,,,,,
CySmIGrave,uni045D,2340.2,2340.2,,,,,
CySmShortI,uni0439,2340.3,2340.3,,,,,
CySmShortITail,uni048B,2340.4,2340.4,,,,,
CySmIMacron,uni04E3,2340.5,2340.5,,,,,
CySmIDiaer,uni04E5,2340.6,2340.6,,,,,
ModCapN,uni1D3A,2350.23,2350.23,,,,,
LtnSmCapN,uni0274,2350.26,2350.26,,,,,
ModSmCapN,uni1DB0,2350.2623,2350.2623,,,,,
LtnCapNAcute,Nacute,2350.311,2350.311,,,,,
LtnCapNGrave,uni01F8,2350.313,2350.313,,,,,
LtnCapNCaron,Ncaron,2350.334,2350.334,,,,,
LtnCapNDotAbv,uni1E44,2350.371,2350.371,,,,,
LtnCapNCircumBlw,uni1E4A,2350.42,2350.42,,,,,
LtnCapNLineBlw,uni1E48,2350.45,2350.45,,,,,
LtnCapNDotBlw,uni1E46,2350.471,2350.471,,,,,
LtnCapNCedilla,Ncommaaccent,2350.472,2350.472,,,,,
NairaSgn,uni20A6,2350.73,2350.73,,,,,
LtnCapNDiagStrk,uniA7A4,2350.75,2350.75,,,,,
LtnCapNLftHook,uni019D,2350.83,2350.83,,,,,
LtnCapEng.UCStyle,Eng.UCStyle,2350.85,2350.85,cv43,cv43,2,014A,014A
LtnCapNDesc,uniA790,2350.93,2350.93,,,,,
LtnSmCapRevN,uni1D0E,2360.1,2360.1,,,,,
ModCapRevN,uni1D3B,2360.23,2360.23,,,,,
LtnCapNLftHook.LCStyle,uni019D.LCStyle,2370.83,2370.83,cv44,cv44,,019D,019D
LtnCapEng.BaselineHook,Eng.BaselineHook,2370.851,2370.851,cv43,cv43,1,014A,014A
LtnCapEng,Eng,2370.852,2370.852,cv43,cv43,0,,
LtnCapNLngRtLeg,uni0220,2370.95,2370.95,,,,,
LtnCapEng.Kom,Eng.Kom,2375.1,2375.1,cv43,cv43,3,014A,014A
LtnCapNSmJ,uni01CB,2380.1,2380.1,,,,,
LtnCapNj,uni01CA,2381.1,2381.1,,,,,
NumeroSgn,uni2116,2388.1,2388.1,,,,,
CyCapI,uni0418,2390.1,2390.1,,,,,
CyCapIGrave,uni040D,2390.2,2390.2,,,,,
CyCapShortI,uni0419,2390.3,2390.3,,,,,
CyCapShortITail,uni048A,2390.4,2390.4,,,,,
CyCapIDiaer,uni04E4,2390.5,2390.5,,,,,
CyCapIMacron,uni04E2,2390.6,2390.6,,,,,
CySmO,uni043E,2400.15,2400.15,,,,,
GrSmOmicron,omicron,2400.16,2400.16,,,,,
LtnSubSmO,uni2092,2400.21,2400.21,,,,,
CySubSmO,u1E05C,2400.211,2400.211,,,,,
LtnSupSmO,uni1D52,2400.22,2400.22,,,,,
ModCySmO,u1E03C,2400.222,2400.222,,,,,
CombLtnSmO,uni0366,2400.24,2400.24,,,,,
LtnSmODblAcute,ohungarumlaut,2400.312,2400.312,,,,,
LtnSmODblGrave,uni020D,2400.314,2400.314,,,,,
LtnSmOCircumAcute,uni1ED1,2400.32311,2400.32311,,,,,
LtnSmOCircumAcute.VN,uni1ED1.VN,2400.323111,2400.323111,cv75,cv75,,1ED1,1ED1
LtnSmOCircumGrave,uni1ED3,2400.32313,2400.32313,,,,,
LtnSmOCircumGrave.VN,uni1ED3.VN,2400.323131,2400.323131,cv75,cv75,,1ED3,1ED3
LtnSmOCircumTilde,uni1ED7,2400.3234,2400.3234,,,,,
LtnSmOCircumTilde.VN,uni1ED7.VN,2400.32341,2400.32341,cv75,cv75,,1ED7,1ED7
LtnSmOCircumHookAbv,uni1ED5,2400.3238,2400.3238,,,,,
LtnSmOCircumHookAbv.VN,uni1ED5.VN,2400.32381,2400.32381,cv75,cv75,,1ED5,1ED5
LtnSmOCircumDotBlw,uni1ED9,2400.32471,2400.32471,,,,,
LtnSmOInvBreve,uni020F,2400.331,2400.331,,,,,
LtnSmOBreve,obreve,2400.332,2400.332,,,,,
LtnSmOCaron,uni01D2,2400.334,2400.334,,,,,
LtnSmOTildeAcute,uni1E4D,2400.34311,2400.34311,,,,,
LtnSmOTildeMacron,uni022D,2400.3435,2400.3435,,,,,
LtnSmOTildeDiaer,uni1E4F,2400.3436,2400.3436,,,,,
LtnSmOMacron,omacron,2400.35,2400.35,,,,,
LtnSmOMacronAcute,uni1E53,2400.35311,2400.35311,,,,,
LtnSmOMacronGrave,uni1E51,2400.35313,2400.35313,,,,,
CySmODiaer,uni04E7,2400.3615,2400.3615,,,,,
LtnSmODiaerMacron,uni022B,2400.3635,2400.3635,,,,,
